EmployeeID,EnvironmentSatisfaction,JobSatisfaction,WorkLifeBalance,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EmployeeCount,Gender,JobLevel,JobRole,MaritalStatus,MonthlyIncome,NumCompaniesWorked,Over18,PercentSalaryHike,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,YearsAtCompany,YearsSinceLastPromotion,YearsWithCurrManager,JobInvolvement,PerformanceRating,hrs
3972,Low,Medium,Better,38,No,Non-Travel,Sales,6,Master,Marketing,1,Male,3,Sales Executive,Divorced,73360,5.0,Y,11,8,0,13.0,3,11,3,8,High,Excellent,7.839338235293889
3973,Very High,Low,Good,34,Yes,Travel_Frequently,Research & Development,2,Below College,Life Sciences,1,Male,1,Manufacturing Director,Married,134990,4.0,Y,23,8,2,11.0,2,7,0,7,Very High,Outstanding,7.827158489658333
3974,Very High,Low,Bad,37,Yes,Travel_Rarely,Research & Development,24,Bachelor,Life Sciences,1,Male,1,Laboratory Technician,Single,137580,1.0,Y,11,8,1,10.0,5,10,0,8,High,Excellent,6.1163123822975
3975,High,Very High,Better,39,No,Travel_Frequently,Research & Development,2,Below College,Medical,1,Male,2,Healthcare Representative,Divorced,51550,2.0,Y,18,8,1,7.0,3,2,2,2,Medium,Excellent,6.1688206018516665
3976,Low,High,Good,43,No,Non-Travel,Human Resources,8,Doctor,Medical,1,Female,3,Sales Executive,Single,22580,4.0,Y,18,8,0,7.0,2,3,1,2,High,Excellent,7.230219421101666
3977,Medium,Medium,Bad,41,No,Travel_Rarely,Research & Development,3,Bachelor,Life Sciences,1,Male,3,Research Scientist,Single,35970,3.0,Y,13,8,1,11.0,2,3,1,2,Low,Excellent,7.8185585901025
3978,High,High,Best,41,No,Travel_Rarely,Research & Development,1,Below College,Technical Degree,1,Male,3,Laboratory Technician,Divorced,25150,0.0,Y,18,8,0,23.0,2,22,13,5,Medium,Excellent,10.283835425383334
3979,Low,High,Better,30,No,Travel_Rarely,Sales,26,Bachelor,Marketing,1,Female,2,Manager,Single,44200,9.0,Y,11,8,0,9.0,3,7,0,2,High,Excellent,7.0870643153525
3980,Very High,Medium,Better,26,Yes,Travel_Rarely,Human Resources,2,Below College,Technical Degree,1,Female,3,Sales Executive,Married,65780,0.0,Y,15,8,2,6.0,3,5,1,4,Medium,Excellent,8.706473922902223
3981,Very High,Medium,Best,46,Yes,Travel_Rarely,Research & Development,10,Bachelor,Medical,1,Male,1,Sales Executive,Married,44220,4.0,Y,11,8,1,13.0,2,9,3,7,High,Excellent,7.842763409961667
3982,High,Very High,Better,40,No,Travel_Rarely,Sales,27,College,Medical,1,Female,3,Sales Executive,Divorced,102740,4.0,Y,18,8,0,12.0,3,5,0,3,High,Excellent,6.540276595744444
3983,Medium,High,Better,34,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Laboratory Technician,Married,53430,1.0,Y,14,8,0,10.0,5,10,4,8,Medium,Excellent,7.404434071000278
3984,Medium,Medium,Good,58,No,Non-Travel,Research & Development,2,Master,Medical,1,Male,1,Laboratory Technician,Divorced,23760,4.0,Y,12,8,1,37.0,3,16,14,14,High,Excellent,6.551005007153056
3985,Medium,High,Best,35,No,Travel_Rarely,Research & Development,8,Below College,Technical Degree,1,Female,3,Manufacturing Director,Married,53460,0.0,Y,14,8,0,6.0,3,5,0,3,Medium,Excellent,7.338180965775833
3986,High,Medium,Better,47,No,Travel_Rarely,Research & Development,19,Doctor,Medical,1,Female,2,Research Scientist,Divorced,28270,8.0,Y,14,8,1,28.0,3,22,14,10,High,Excellent,10.5592100328175
3987,Medium,Low,Better,40,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,1,Male,2,Manager,Divorced,199430,2.0,Y,13,8,1,15.0,3,7,7,7,High,Excellent,7.2098837749883335
3988,Very High,Very High,Good,54,No,Travel_Rarely,Sales,27,Master,Medical,1,Male,1,Research Scientist,Married,31310,4.0,Y,14,8,0,14.0,3,7,1,7,Medium,Excellent,7.059951945616389
3989,Low,Low,Better,31,No,Travel_Frequently,Sales,8,Master,Other,1,Female,3,Manufacturing Director,Married,25520,2.0,Y,18,8,0,9.0,2,3,2,2,High,Excellent,7.425960896518611
3990,High,Low,Better,28,No,Travel_Rarely,Sales,1,College,Life Sciences,1,Male,3,Manager,Married,44770,1.0,Y,15,8,0,3.0,6,3,1,2,High,Excellent,7.558173436040834
3991,Medium,Very High,Good,38,No,Travel_Rarely,Research & Development,19,Bachelor,Medical,1,Female,2,Manufacturing Director,Married,64740,2.0,Y,13,8,2,20.0,3,4,0,3,Low,Excellent,9.403958035288333
3992,High,Very High,Better,26,No,Travel_Rarely,Sales,8,Bachelor,Marketing,1,Female,1,Healthcare Representative,Single,30330,1.0,Y,12,8,0,5.0,2,5,1,2,Medium,Excellent,6.0760712611344445
3993,Low,High,Better,58,No,Travel_Frequently,Research & Development,10,Master,Technical Degree,1,Female,1,Sales Representative,Married,29360,2.0,Y,13,8,1,23.0,3,2,2,2,High,Excellent,9.595179738561944
3994,Medium,High,Bad,18,No,Non-Travel,Research & Development,2,Bachelor,Life Sciences,1,Male,3,Sales Representative,Single,186060,1.0,Y,24,8,2,0.0,4,0,0,0,High,Outstanding,7.5795621057738884
3995,Very High,Low,Better,31,Yes,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Male,3,Laboratory Technician,Married,21680,0.0,Y,14,8,1,2.0,2,1,0,0,High,Excellent,6.028109434865834
3996,Low,Low,Better,29,Yes,Travel_Rarely,Research & Development,8,College,Medical,1,Male,1,Manager,Divorced,28530,4.0,Y,14,8,1,4.0,5,2,2,0,Medium,Excellent,8.68333682008361
3997,High,High,Best,45,No,Non-Travel,Sales,1,Master,Technical Degree,1,Male,1,Research Scientist,Married,170480,4.0,Y,15,8,0,10.0,3,8,5,7,Medium,Excellent,7.173255462575278
3998,Very High,Medium,Better,36,No,Travel_Rarely,Sales,2,Bachelor,Technical Degree,1,Female,5,Laboratory Technician,Married,22900,4.0,Y,11,8,0,15.0,5,1,0,0,High,Excellent,10.672969995311666
3999,Low,Very High,Better,43,No,Travel_Frequently,Sales,8,Bachelor,Medical,1,Male,1,Research Director,Married,36000,1.0,Y,23,8,0,7.0,2,7,7,7,High,Outstanding,6.983569915254167
4000,Very High,Very High,Good,27,No,Travel_Frequently,Sales,8,Master,Life Sciences,1,Male,5,Research Scientist,Single,21070,0.0,Y,13,8,0,6.0,2,5,0,2,High,Excellent,10.215344907407221
4001,Very High,Very High,Best,29,No,Travel_Frequently,Research & Development,6,College,Medical,1,Male,1,Human Resources,Married,41150,1.0,Y,11,8,0,11.0,1,11,3,10,High,Excellent,7.7076335240819445
4002,Very High,Very High,Best,32,No,Travel_Frequently,Sales,9,Master,Life Sciences,1,Male,4,Sales Executive,Single,43270,8.0,Y,13,8,0,4.0,4,0,0,0,High,Excellent,7.578824786324722
4003,High,High,Good,42,No,Non-Travel,Research & Development,11,Bachelor,Medical,1,Male,1,Manager,Married,178560,3.0,Y,18,8,0,10.0,2,6,3,3,High,Excellent,6.4621354166666665
4004,Medium,High,Better,47,No,Travel_Rarely,Sales,2,College,Life Sciences,1,Female,5,Manager,Single,31960,4.0,Y,14,8,1,7.0,3,2,2,0,Medium,Excellent,6.0531603107344445
4005,Very High,Very High,Good,46,No,Travel_Rarely,Human Resources,1,Bachelor,Life Sciences,1,Female,1,Laboratory Technician,Divorced,190810,3.0,Y,21,8,0,12.0,2,9,4,7,High,Outstanding,7.183088842975
4006,High,Very High,Better,28,No,Non-Travel,Research & Development,7,Bachelor,Life Sciences,1,Male,1,Sales Executive,Divorced,89660,1.0,Y,16,8,1,3.0,3,3,2,2,Medium,Excellent,7.699578460038889
4007,Very High,High,Better,29,No,Travel_Rarely,Research & Development,16,Bachelor,Medical,1,Female,1,Manufacturing Director,Divorced,22100,8.0,Y,11,8,1,11.0,4,7,1,6,High,Excellent,7.995550964187222
4008,Very High,High,Better,42,No,Travel_Rarely,Sales,2,Master,Medical,1,Female,2,Research Director,Single,45390,4.0,Y,17,8,1,8.0,5,0,0,0,High,Excellent,6.612405876951111
4009,High,Medium,Good,32,Yes,Travel_Rarely,Research & Development,1,Below College,Medical,1,Male,2,Laboratory Technician,Single,27410,7.0,Y,11,8,0,7.0,3,2,2,2,High,Excellent,10.334112978524722
4010,Low,Low,Better,46,No,Travel_Rarely,Research & Development,23,Below College,Life Sciences,1,Male,2,Laboratory Technician,Divorced,34910,2.0,Y,14,8,0,25.0,0,19,2,8,High,Excellent,7.900208926875556
4011,Medium,High,Better,27,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Female,5,Research Scientist,Married,45410,1.0,Y,14,8,2,9.0,4,9,5,8,Very High,Excellent,7.025547316384166
4012,Very High,Medium,Better,29,No,Travel_Rarely,Research & Development,1,College,Medical,1,Male,3,Sales Executive,Married,26780,1.0,Y,25,8,1,1.0,3,1,0,0,High,Outstanding,7.9467646380819446
4013,Low,High,Better,43,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,1,Male,1,Manufacturing Director,Married,73790,7.0,Y,13,8,2,21.0,3,16,6,14,Medium,Excellent,6.254707300275278
4014,Very High,Medium,Better,48,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,2,Manager,Married,62720,4.0,Y,14,8,0,29.0,3,22,12,9,Medium,Excellent,6.085258424407778
4015,Very High,Very High,Good,29,Yes,Travel_Frequently,Research & Development,13,College,Life Sciences,1,Female,1,Laboratory Technician,Single,52200,1.0,Y,17,8,0,1.0,3,1,1,0,Medium,Excellent,8.522643061516389
4016,High,Medium,Better,46,Yes,Travel_Rarely,Research & Development,4,Master,Medical,1,Female,2,Sales Representative,Married,27430,5.0,Y,25,8,1,14.0,1,8,0,7,Very High,Outstanding,7.898959490740555
4017,Very High,Low,Good,27,No,Travel_Frequently,Research & Development,16,Master,Medical,1,Male,3,Healthcare Representative,Married,49980,0.0,Y,20,8,2,8.0,3,7,7,3,High,Outstanding,7.688701741996111
4018,Very High,Very High,Better,39,No,Travel_Rarely,Research & Development,2,Bachelor,Technical Degree,1,Male,3,Healthcare Representative,Divorced,102520,8.0,Y,13,8,1,7.0,3,2,2,2,High,Excellent,6.466443514644166
4019,Medium,Very High,Best,55,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,1,Female,1,Human Resources,Married,27810,8.0,Y,13,8,1,19.0,2,5,0,4,High,Excellent,6.127522862368333
4020,Medium,Medium,Better,28,No,Travel_Rarely,Research & Development,29,College,Life Sciences,1,Male,2,Laboratory Technician,Married,68520,1.0,Y,18,8,1,1.0,2,1,0,0,Very High,Excellent,6.86128397711
4021,Medium,Very High,Good,30,Yes,Travel_Rarely,Sales,12,Master,Life Sciences,1,Female,2,Sales Executive,Single,49500,1.0,Y,12,8,2,1.0,3,1,0,0,High,Excellent,7.6857097457625
4022,Very High,Medium,Better,22,Yes,Travel_Rarely,Research & Development,16,College,Life Sciences,1,Female,2,Laboratory Technician,Single,35790,1.0,Y,19,8,3,1.0,3,1,0,0,High,Excellent,10.468157210401667
4023,Medium,High,Better,36,No,Travel_Rarely,Research & Development,11,Bachelor,Life Sciences,1,Male,1,Sales Executive,Married,131910,1.0,Y,14,8,1,10.0,2,10,1,7,Medium,Excellent,9.490429724596389
4024,Medium,High,Better,31,No,Travel_Rarely,Research & Development,2,Master,Life Sciences,1,Female,5,Manager,Divorced,103770,1.0,Y,14,8,0,10.0,2,10,0,2,High,Excellent,7.4620274170272225
4025,High,Very High,Better,34,No,Travel_Rarely,Sales,14,College,Technical Degree,1,Female,1,Sales Executive,Married,22350,2.0,Y,14,8,1,9.0,2,5,1,0,High,Excellent,8.033463505346111
4026,Very High,Low,Better,29,No,Travel_Rarely,Research & Development,5,Doctor,Life Sciences,1,Female,1,Sales Executive,Single,105020,3.0,Y,12,8,0,11.0,4,3,1,2,Medium,Excellent,7.119061065197222
4027,Very High,Low,Better,37,No,Travel_Rarely,Research & Development,7,College,Medical,1,Male,1,Manufacturing Director,Married,20110,5.0,Y,13,8,0,16.0,4,5,0,4,Very High,Excellent,8.723634823848055
4028,Very High,Medium,Better,35,No,Travel_Rarely,Sales,2,Below College,Technical Degree,1,Male,2,Laboratory Technician,Married,18590,0.0,Y,25,8,1,4.0,2,3,0,2,Medium,Outstanding,10.463543388429722
4029,Medium,Very High,Good,45,No,Travel_Rarely,Research & Development,3,Bachelor,Medical,1,Female,2,Sales Executive,Married,37600,0.0,Y,14,8,1,10.0,2,9,3,8,Medium,Excellent,7.1106899277325
4030,Medium,Very High,Good,36,No,Travel_Frequently,Research & Development,5,Bachelor,Medical,1,Female,4,Manufacturing Director,Single,177790,1.0,Y,17,8,1,10.0,5,10,0,8,Low,Excellent,6.406891252955
4031,Low,High,Better,40,No,Travel_Rarely,Research & Development,3,Bachelor,Other,1,Male,1,Sales Executive,Divorced,68330,2.0,Y,13,8,0,22.0,3,19,11,16,High,Excellent,6.804085984324445
4032,Medium,High,Good,26,No,Travel_Rarely,Research & Development,26,College,Life Sciences,1,Male,2,Human Resources,Married,68120,1.0,Y,13,8,0,1.0,2,1,1,0,Medium,Excellent,9.227904463040277
4033,Low,High,Good,27,No,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1,Male,2,Manufacturing Director,Single,51710,0.0,Y,20,8,1,9.0,1,8,0,7,Medium,Outstanding,7.522978524743055
4034,Very High,Very High,Better,48,No,Travel_Frequently,Research & Development,2,Bachelor,Life Sciences,1,Male,2,Research Director,Divorced,197400,3.0,Y,14,8,0,24.0,2,22,4,7,Very High,Excellent,7.164285884596945
4035,Medium,Low,Better,44,No,Travel_Rarely,Sales,1,College,Medical,1,Male,4,Manager,Married,187110,2.0,Y,12,8,1,10.0,0,2,2,2,High,Excellent,7.0838994821091665
4036,Very High,Low,Better,34,Yes,Non-Travel,Research & Development,27,College,Life Sciences,1,Female,1,Sales Representative,Married,36920,1.0,Y,12,8,1,5.0,5,5,3,0,High,Excellent,10.157070275403333
4037,Low,Very High,Better,56,Yes,Travel_Rarely,Human Resources,1,College,Medical,1,Female,5,Sales Executive,Single,25590,1.0,Y,21,8,0,5.0,3,4,1,0,High,Outstanding,6.893758381225833
4038,High,Medium,Bad,36,No,Travel_Rarely,Research & Development,13,Bachelor,Technical Degree,1,Female,3,Healthcare Representative,Married,25170,2.0,Y,14,8,0,12.0,3,4,1,3,High,Excellent,7.322567722681111
4039,High,Medium,Better,41,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1,Female,1,Sales Executive,Married,66230,5.0,Y,18,8,0,14.0,3,5,1,4,High,Excellent,6.4082341269838885
4040,High,Low,Best,42,No,Travel_Rarely,Research & Development,7,Bachelor,Technical Degree,1,Female,2,Sales Executive,Married,182650,9.0,Y,12,8,1,18.0,4,13,5,7,High,Excellent,7.3902848101263885
4041,High,Very High,Better,31,No,Travel_Rarely,Sales,9,Master,Life Sciences,1,Female,1,Sales Executive,Divorced,161240,2.0,Y,23,8,1,8.0,2,5,1,4,Medium,Outstanding,8.306982212475555
4042,Very High,Very High,Good,34,No,Travel_Rarely,Research & Development,8,Below College,Life Sciences,1,Female,3,Laboratory Technician,Married,25850,3.0,Y,12,8,0,9.0,5,4,0,1,High,Excellent,9.159775293586112
4043,Low,High,Good,31,No,Travel_Rarely,Sales,25,College,Life Sciences,1,Female,3,Manufacturing Director,Divorced,182130,8.0,Y,21,8,2,4.0,3,2,2,2,Very High,Outstanding,6.771565764482222
4044,High,Very High,Better,26,No,Travel_Frequently,Sales,16,College,Life Sciences,1,Male,2,Healthcare Representative,Married,83800,0.0,Y,14,8,0,8.0,3,7,7,7,Very High,Excellent,6.1037226871222225
4045,Medium,High,Better,45,No,Travel_Frequently,Research & Development,8,Master,Life Sciences,1,Female,2,Manager,Single,29940,4.0,Y,18,8,1,12.0,2,4,0,3,High,Excellent,7.758323754789167
4046,Medium,High,Good,33,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Female,5,Sales Executive,Single,12230,1.0,Y,13,8,1,10.0,3,10,0,9,High,Excellent,6.405410575048611
4047,High,Very High,Better,28,No,Travel_Frequently,Sales,8,Bachelor,Life Sciences,1,Male,4,Research Scientist,Married,11180,1.0,Y,11,8,0,7.0,3,7,0,7,High,Excellent,10.518472784525278
4048,High,Low,Better,29,Yes,Travel_Frequently,Human Resources,2,Master,Human Resources,1,Male,2,Sales Executive,Single,28750,1.0,Y,11,8,0,1.0,3,1,0,0,High,Excellent,6.796933851223889
4049,Low,High,Better,39,No,Non-Travel,Research & Development,8,Doctor,Medical,1,Female,2,Sales Representative,Married,188240,6.0,Y,19,8,1,10.0,4,3,1,2,High,Excellent,6.243695701874445
4050,Medium,Medium,Good,27,No,Travel_Rarely,Sales,3,College,Technical Degree,1,Male,2,Healthcare Representative,Married,135770,1.0,Y,12,8,1,6.0,2,5,1,2,High,Excellent,7.226895773978889
4051,High,Very High,Better,34,No,Travel_Frequently,Research & Development,9,Master,Life Sciences,1,Female,2,Manufacturing Director,Married,26250,1.0,Y,12,8,3,16.0,4,15,6,11,High,Excellent,8.789740663900277
4052,Very High,High,Better,28,Yes,Travel_Rarely,Research & Development,25,Bachelor,Technical Degree,1,Male,1,Research Director,Single,187890,3.0,Y,16,8,1,6.0,4,2,2,2,High,Excellent,9.211752136751944
4053,High,Medium,Best,47,No,Non-Travel,Research & Development,1,Master,Medical,1,Male,1,Research Scientist,Married,45380,8.0,Y,11,8,0,16.0,3,8,1,7,High,Excellent,5.965250706214444
4054,Very High,Low,Better,56,No,Travel_Rarely,Research & Development,4,Bachelor,Technical Degree,1,Female,2,Sales Executive,Married,198470,4.0,Y,14,8,0,6.0,6,0,0,0,High,Excellent,7.896973379629444
4055,Low,Low,Better,39,No,Travel_Rarely,Research & Development,1,Bachelor,Other,1,Female,1,Laboratory Technician,Married,105120,1.0,Y,12,8,1,10.0,2,10,7,9,High,Excellent,6.956057463042222
4056,Very High,Medium,Better,38,No,Travel_Frequently,Research & Development,4,College,Medical,1,Female,1,Manager,Divorced,44440,1.0,Y,13,8,0,20.0,2,20,0,7,High,Excellent,10.73817826863
4057,Very High,Very High,Good,58,No,Travel_Rarely,Sales,5,Bachelor,Marketing,1,Male,5,Sales Representative,Married,21540,4.0,Y,21,8,1,29.0,3,1,0,0,High,Outstanding,9.883050983081667
4058,Low,High,Better,32,Yes,Travel_Frequently,Research & Development,9,Bachelor,Life Sciences,1,Male,2,Laboratory Technician,Single,191900,3.0,Y,17,8,1,8.0,2,4,0,3,High,Excellent,10.213899527186667
4059,Medium,Very High,Best,38,No,Travel_Rarely,Research & Development,3,Master,Life Sciences,1,Female,1,Sales Representative,Divorced,44900,2.0,Y,21,8,1,10.0,1,5,0,3,High,Outstanding,7.610720164608889
4060,Medium,Very High,Better,49,No,Travel_Frequently,Sales,11,Master,Life Sciences,1,Male,2,Research Scientist,Married,35060,3.0,Y,11,8,1,28.0,4,5,4,3,Medium,Excellent,6.252156432748333
4061,Medium,Very High,Better,42,No,Travel_Rarely,Sales,1,Bachelor,Life Sciences,1,Female,1,Sales Executive,Divorced,23720,3.0,Y,12,8,1,14.0,3,0,0,0,High,Excellent,8.656338276836111
4062,Low,Medium,Better,27,Yes,Travel_Frequently,Sales,8,Below College,Life Sciences,1,Male,4,Laboratory Technician,Married,102310,1.0,Y,13,8,1,1.0,2,1,0,0,High,Excellent,6.441973556525833
4063,Medium,Low,Bad,35,No,Travel_Rarely,Research & Development,25,Below College,Medical,1,Male,1,Sales Executive,Married,54100,0.0,Y,18,8,0,6.0,4,5,0,4,High,Excellent,6.498864784205556
4064,High,High,Good,28,No,Non-Travel,Research & Development,21,Below College,Medical,1,Male,3,Research Scientist,Single,79780,1.0,Y,16,8,2,5.0,2,5,1,4,High,Excellent,6.708564213564166
4065,High,Low,Best,31,No,Non-Travel,Sales,23,Below College,Medical,1,Male,1,Sales Executive,Divorced,38670,1.0,Y,11,8,1,4.0,4,4,2,3,Very High,Excellent,9.689585687382221
4066,Low,Medium,Better,36,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,1,Male,2,Research Scientist,Married,28380,1.0,Y,19,8,2,5.0,5,5,0,2,Low,Excellent,7.082076832151111
4067,Low,Very High,Good,34,No,Travel_Rarely,Sales,2,Bachelor,Marketing,1,Male,4,Healthcare Representative,Single,46950,1.0,Y,16,8,1,14.0,2,14,2,1,High,Excellent,5.967741545893611
4068,Very High,High,Good,34,No,Travel_Rarely,Research & Development,19,Bachelor,Technical Degree,1,Female,1,Research Director,Divorced,33390,1.0,Y,16,8,0,9.0,2,8,1,1,Medium,Excellent,6.793736225895278
4069,High,Low,Good,26,No,Travel_Rarely,Research & Development,2,College,Life Sciences,1,Male,2,Research Scientist,Single,20800,0.0,Y,13,8,0,8.0,6,7,7,6,Very High,Excellent,6.704152892561944
4070,Low,Low,Good,29,No,Travel_Rarely,Research & Development,2,Master,Other,1,Male,2,Laboratory Technician,Married,20960,0.0,Y,22,8,0,6.0,2,5,0,2,Very High,Outstanding,7.710127504553611
4071,High,Very High,Better,32,No,Non-Travel,Research & Development,3,Below College,Life Sciences,1,Male,3,Manager,Divorced,62090,5.0,Y,17,8,1,9.0,5,5,1,2,Very High,Excellent,6.603065843621389
4072,Very High,Low,Better,31,No,Travel_Frequently,Research & Development,25,Doctor,Technical Degree,1,Female,2,Human Resources,Married,180610,1.0,Y,14,8,1,10.0,2,10,8,7,High,Excellent,6.934000706214444
4073,High,Very High,Good,28,Yes,Travel_Rarely,Sales,7,Doctor,Life Sciences,1,Female,2,Sales Representative,Divorced,171230,5.0,Y,15,8,1,6.0,2,4,0,3,Medium,Excellent,6.290863054412222
4074,Low,Low,Good,38,No,Travel_Rarely,Research & Development,9,College,Technical Degree,1,Male,3,Sales Representative,Single,23720,4.0,Y,12,8,0,20.0,3,1,0,0,Medium,Excellent,7.211729691876666
4075,High,Very High,Better,35,No,Travel_Rarely,Research & Development,5,Bachelor,Life Sciences,1,Male,2,Sales Representative,Married,48830,1.0,Y,18,8,1,10.0,1,10,0,9,Low,Excellent,8.77321859903361
4076,Very High,Very High,Better,27,No,Travel_Rarely,Sales,2,Bachelor,Life Sciences,1,Female,1,Manager,Single,39040,1.0,Y,15,8,0,7.0,2,7,0,7,High,Excellent,7.823369363086667
4077,Very High,Very High,Better,32,No,Travel_Rarely,Research & Development,8,Below College,Medical,1,Female,2,Research Scientist,Single,46270,8.0,Y,17,8,1,8.0,2,1,0,0,Medium,Excellent,7.261553497942222
4078,Low,Very High,Better,31,Yes,Travel_Frequently,Research & Development,2,Below College,Other,1,Male,3,Sales Executive,Married,70940,1.0,Y,14,8,1,10.0,2,10,0,8,High,Excellent,10.31786278735611
4079,Low,Low,Good,53,Yes,Travel_Rarely,Research & Development,18,Bachelor,Medical,1,Male,1,Research Scientist,Single,34230,6.0,Y,15,8,1,15.0,4,2,2,2,High,Excellent,10.763803596127222
